NMFS_DNA_ID	BOX_ID	BOX_POSITION	SAMPLE_ID	BATCH_ID	PROJECT_NAME	GENUS	SPECIES	LENGTH	WEIGHT	SEX	AGE	REPORTED_LIFE_STAGE	PHENOTYPE	HATCHERY_MARK	TAG_NUMBER	COLLECTION_DATE	ESTIMATED_DATE	PICKER	PICK_DATE	LEFTOVER_SAMPLE	SAMPLE_COMMENTS	NMFS_DNA_ID	SPECIES_CODE	COMMON_NAME	LANDFALL_PORT	CRUISE	HAUL	SITE	STATE_M	COUNTY_M	LATITUDE_M	LONGITUDE_M	LOCATION_COMMENTS_M
R004016	R042	10H	F K24 larva 80	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/8/04		Sogard Team 			All larva on this plate were from Female K24; no tissue remains (Sogard may have additional larvae from this female)	R004016	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004017	R042	11A	F K24 larva 81	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/8/04		Sogard Team 			All larva on this plate were from Female K24; no tissue remains (Sogard may have additional larvae from this female)	R004017	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004018	R042	11B	F K24 larva 82	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/8/04		Sogard Team 			All larva on this plate were from Female K24; no tissue remains (Sogard may have additional larvae from this female)	R004018	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004019	R042	11C	F K24 larva 83	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/8/04		Sogard Team 			All larva on this plate were from Female K24; no tissue remains (Sogard may have additional larvae from this female)	R004019	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004020	R042	11D	F K24 larva 84	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/8/04		Sogard Team 			All larva on this plate were from Female K24; no tissue remains (Sogard may have additional larvae from this female)	R004020	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004021	R042	11E	F K24 larva 85	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/8/04		Sogard Team 			All larva on this plate were from Female K24; no tissue remains (Sogard may have additional larvae from this female)	R004021	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004022	R042	11F	F K24 larva 86	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/8/04		Sogard Team 			All larva on this plate were from Female K24; no tissue remains (Sogard may have additional larvae from this female)	R004022	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004023	R042	11G	F K24 larva 87	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/8/04		Sogard Team 			All larva on this plate were from Female K24; no tissue remains (Sogard may have additional larvae from this female)	R004023	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004024	R042	11H	F K24 larva 88	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/8/04		Sogard Team 			All larva on this plate were from Female K24; no tissue remains (Sogard may have additional larvae from this female)	R004024	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004025	R042	12A	F K24 larva 89	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/8/04		Sogard Team 			All larva on this plate were from Female K24; no tissue remains (Sogard may have additional larvae from this female)	R004025	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004026	R042	12B	F K24 larva 90	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/8/04		Sogard Team 			All larva on this plate were from Female K24; no tissue remains (Sogard may have additional larvae from this female)	R004026	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004027	R042	12C	F K24 larva 91	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/8/04		Sogard Team 			All larva on this plate were from Female K24; no tissue remains (Sogard may have additional larvae from this female)	R004027	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004028	R042	12D	F K24 larva 92	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/8/04		Sogard Team 			All larva on this plate were from Female K24; no tissue remains (Sogard may have additional larvae from this female)	R004028	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004029	R042	12E	F K24 larva 93	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/8/04		Sogard Team 			All larva on this plate were from Female K24; no tissue remains (Sogard may have additional larvae from this female)	R004029	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004030	R042	12F	F K24 larva 94	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/8/04		Sogard Team 			All larva on this plate were from Female K24; no tissue remains (Sogard may have additional larvae from this female)	R004030	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004031	R042	12G	F K24 larva 95	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/8/04		Sogard Team 			All larva on this plate were from Female K24; no tissue remains (Sogard may have additional larvae from this female)	R004031	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004032	R042	12H	F K24 larva 96	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/8/04		Sogard Team 			All larva on this plate were from Female K24; no tissue remains (Sogard may have additional larvae from this female)	R004032	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004033	R043	1A	F K23 larva 97	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004033	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004034	R043	1B	F K23 larva 98	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004034	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004035	R043	1C	F K23 larva 99	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004035	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004036	R043	1D	F K23 larva 100	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004036	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004037	R043	1E	F K23 larva 101	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004037	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004038	R043	1F	F K23 larva 102	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004038	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004039	R043	1G	F K23 larva 103	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004039	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004040	R043	1H	F K23 larva 104	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004040	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004041	R043	2A	F K23 larva 105	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004041	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004042	R043	2B	F K23 larva 106	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004042	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004043	R043	2C	F K23 larva 107	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004043	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004044	R043	2D	F K23 larva 108	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004044	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004045	R043	2E	F K23 larva 109	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004045	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004046	R043	2F	F K23 larva 110	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004046	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004047	R043	2G	F K23 larva 111	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004047	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004048	R043	2H	F K23 larva 112	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004048	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004049	R043	3A	F K23 larva 113	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004049	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004050	R043	3B	F K23 larva 114	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004050	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004051	R043	3C	F K23 larva 115	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004051	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004052	R043	3D	F K23 larva 116	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004052	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004053	R043	3E	F K23 larva 117	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004053	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004054	R043	3F	F K23 larva 118	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004054	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004055	R043	3G	F K23 larva 119	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004055	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004056	R043	3H	F K23 larva 120	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004056	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004057	R043	4A	F K23 larva 121	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004057	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004058	R043	4B	F K23 larva 122	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004058	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004059	R043	4C	F K23 larva 123	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004059	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004060	R043	4D	F K23 larva 124	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004060	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004061	R043	4E	F K23 larva 125	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004061	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004062	R043	4F	F K23 larva 126	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004062	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004063	R043	4G	F K23 larva 127	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004063	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004064	R043	4H	F K23 larva 128	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004064	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004065	R043	5A	F K23 larva 129	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004065	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004066	R043	5B	F K23 larva 130	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004066	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004067	R043	5C	F K23 larva 131	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004067	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004068	R043	5D	F K23 larva 132	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004068	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004069	R043	5E	F K23 larva 133	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004069	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004070	R043	5F	F K23 larva 134	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004070	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004071	R043	5G	F K23 larva 135	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004071	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004072	R043	5H	F K23 larva 136	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004072	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004073	R043	6A	F K23 larva 137	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004073	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004074	R043	6B	F K23 larva 138	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004074	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004075	R043	6C	F K23 larva 139	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004075	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004076	R043	6D	F K23 larva 140	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/6/04		Sogard Team 			All larva on this plate were from Female K23; no tissue remains (Sogard may have additional larvae from this female)	R004076	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
