NMFS_DNA_ID species score
R023425 chrysomelas 89.682
R023426 caurinus 100.000
R023427 caurinus 100.000
R023428 caurinus 100.000
R023429 carnatus 96.999
R023430 carnatus 99.946
R023431 carnatus 99.424
R023432 caurinus 100.000
R023433 caurinus 100.000
R023434 caurinus 100.000
R023435 carnatus 91.971
R023436 caurinus 100.000
R023437 carnatus 99.222
R023438 caurinus 100.000
R023439 caurinus 100.000
R023440 caurinus 100.000
R023441 caurinus 100.000
R023442 caurinus 100.000
R023443 caurinus 100.000
R023444 chrysomelas 99.478
R023445 caurinus 100.000
R023446 chrysomelas 92.747
R023447 chrysomelas 98.591
R023448 chrysomelas 99.980
R023449 carnatus 64.595
R023450 chrysomelas 100.000
R023451 caurinus 100.000
R023452 carnatus 99.960
R023453 caurinus 100.000
R023454 caurinus 100.000
R023455 caurinus 100.000
R023456 caurinus 100.000
R023457 chrysomelas 100.000
R023458 caurinus 100.000
R023459 chrysomelas 70.453
R023460 chrysomelas 91.473
R023461 chrysomelas 96.198
R023462 carnatus 99.578
R023463 carnatus 98.010
R023464 carnatus 72.995
R023465 chrysomelas 99.830
R023466 caurinus 100.000
R023467 caurinus 100.000
R023468 caurinus 100.000
R023469 caurinus 100.000
R023470 caurinus 100.000
R023471 caurinus 100.000
R023472 carnatus 99.734
R023473 caurinus 100.000
R023474 caurinus 100.000
R023476 caurinus 100.000
R023477 caurinus 100.000
R023478 chrysomelas 99.266
R023479 caurinus 100.000
R023480 caurinus 100.000
R023481 carnatus 99.481
R023482 caurinus 100.000
R023483 carnatus 96.267
R023484 caurinus 100.000
R023485 carnatus 97.684
R023486 caurinus 100.000
R023487 caurinus 100.000
R023488 chrysomelas 99.664
R023489 carnatus 98.193
R023490 carnatus 64.829
R023491 chrysomelas 88.554
R023492 chrysomelas 100.000
R023493 caurinus 100.000
R023494 caurinus 100.000
R023495 carnatus 99.997
R023496 chrysomelas 99.980
R023497 caurinus 100.000
R023498 chrysomelas 87.915
R023499 caurinus 100.000
R023500 caurinus 100.000
R023501 chrysomelas 94.468
R023502 caurinus 100.000
R023503 carnatus 100.000
R023504 chrysomelas 93.314
R023505 caurinus 100.000
R023506 caurinus 100.000
R023507 carnatus 97.890
R023508 carnatus 99.976
R023509 carnatus 99.999
R023510 carnatus 77.867
R023512 caurinus 100.000
R023513 carnatus 99.967
R023514 caurinus 100.000
R023515 caurinus 100.000
R023516 carnatus 100.000
R023517 chrysomelas 83.176
R023518 caurinus 100.000
R023519 caurinus 100.000
R023520 chrysomelas 96.495
R023521 carnatus 99.845
R023522 caurinus 100.000
R023523 caurinus 100.000
R023524 chrysomelas 80.601
R023525 carnatus 95.227
R023526 caurinus 100.000
R023527 carnatus 99.669
R023528 chrysomelas 92.488
R023529 caurinus 100.000
R023530 caurinus 100.000
R023531 caurinus 100.000
R023532 caurinus 100.000
R023533 carnatus 96.547
R023534 carnatus 60.638
R023535 caurinus 100.000
R023536 caurinus 100.000
R023537 caurinus 100.000
R023538 caurinus 100.000
R023539 caurinus 100.000
R023540 caurinus 100.000
R023541 caurinus 100.000
R023542 chrysomelas 73.223
R023543 chrysomelas 99.678
R023544 caurinus 100.000
R023545 caurinus 100.000
R023546 caurinus 100.000
R023547 caurinus 100.000
R023548 caurinus 100.000
R023549 caurinus 100.000
R023550 chrysomelas 96.537
R023551 caurinus 100.000
R023552 caurinus 100.000
R023553 carnatus 99.383
R023554 carnatus 78.335
R023555 carnatus 99.986
R023556 caurinus 100.000
R023557 caurinus 100.000
R023558 caurinus 100.000
R023559 carnatus 73.952
R023560 carnatus 55.882
R023561 caurinus 100.000
R023562 caurinus 100.000
R023563 carnatus 85.669
R023564 carnatus 88.456
R023565 chrysomelas 51.104
R023566 carnatus 95.702
R023567 caurinus 100.000
R023568 caurinus 100.000
R023569 carnatus 99.878
R023570 caurinus 100.000
R023571 caurinus 100.000
R023572 carnatus 98.277
R023573 carnatus 99.657
R023574 carnatus 100.000
R023575 caurinus 100.000
R023576 carnatus 96.989
R023577 carnatus 100.000
R023578 chrysomelas 96.622
R023579 caurinus 100.000
R023580 caurinus 100.000
R023581 carnatus 99.998
R023582 carnatus 74.588
R023583 chrysomelas 87.263
R023584 caurinus 100.000
R023585 caurinus 100.000
R023586 carnatus 95.148
R023587 carnatus 57.137
R023588 chrysomelas 87.775
R023589 caurinus 100.000
R023590 chrysomelas 99.981
R023591 carnatus 70.217
R023592 chrysomelas 77.071
R023593 chrysomelas 91.819
R023594 caurinus 100.000
R023595 caurinus 100.000
R023596 chrysomelas 66.388
R023597 carnatus 99.752
R023598 chrysomelas 97.292
R023599 caurinus 100.000
R023600 chrysomelas 99.825
R023601 chrysomelas 87.921
R023602 chrysomelas 60.276
R023603 caurinus 100.000
R023604 caurinus 100.000
R023605 caurinus 100.000
R023606 caurinus 100.000
R023607 chrysomelas 99.951
R023608 carnatus 99.997
R023609 carnatus 65.965
R023610 carnatus 99.653
R023611 carnatus 99.993
R023612 carnatus 73.467
R023613 carnatus 58.879
R023614 carnatus 93.585
R023615 chrysomelas 69.385
R023616 carnatus 96.846
R023617 caurinus 100.000
R023618 caurinus 100.000
R023619 chrysomelas 93.420
R023620 caurinus 100.000
R023621 caurinus 100.000
R023622 caurinus 100.000
R023623 chrysomelas 99.982
R023624 chrysomelas 67.315
R023625 chrysomelas 99.672
R023626 carnatus 83.561
R023627 chrysomelas 98.693
R023628 carnatus 59.792
R023629 carnatus 100.000
R023630 caurinus 100.000
R023631 chrysomelas 70.970
R023632 caurinus 100.000
R023633 chrysomelas 99.596
R023634 carnatus 99.147
R023635 chrysomelas 98.958
R023636 carnatus 99.900
R023637 chrysomelas 99.077
R023638 chrysomelas 95.185
R023639 carnatus 99.959
R023640 carnatus 89.956
R023641 caurinus 100.000
R023642 chrysomelas 52.726
R023643 chrysomelas 94.709
R023644 chrysomelas 99.991
R023645 caurinus 100.000
R023646 caurinus 100.000
R023647 caurinus 100.000
R023648 caurinus 100.000
R023649 caurinus 100.000
R023650 chrysomelas 99.858
R023651 carnatus 92.426
R023652 carnatus 97.566
R023653 carnatus 99.897
R023654 caurinus 100.000
R023655 caurinus 100.000
R023656 chrysomelas 99.999
R023657 chrysomelas 99.945
R023658 caurinus 100.000
R023659 caurinus 100.000
R023660 caurinus 100.000
R023661 caurinus 100.000
R023662 caurinus 100.000
R023663 carnatus 99.999
R023664 caurinus 100.000
R023665 caurinus 100.000
R023666 caurinus 100.000
R023667 caurinus 100.000
R023668 chrysomelas 99.964
R023669 carnatus 99.130
R023670 carnatus 100.000
R023671 carnatus 91.974
R023672 carnatus 100.000
R023673 chrysomelas 98.986
R023674 carnatus 80.427
R023675 chrysomelas 99.380
R023676 caurinus 100.000
R023677 chrysomelas 96.747
R023678 caurinus 100.000
R023679 chrysomelas 94.085
R023680 carnatus 99.665
R023681 caurinus 100.000
R023682 chrysomelas 99.730
R023683 carnatus 99.940
R023684 caurinus 100.000
R023685 carnatus 97.561
R023686 caurinus 100.000
R023687 carnatus 75.734
R023688 chrysomelas 65.641
R023689 carnatus 90.738
R023690 carnatus 90.456
R023691 carnatus 99.913
R023692 carnatus 56.188
R023693 caurinus 100.000
R023694 carnatus 99.993
R023695 carnatus 66.752
R023696 carnatus 95.032
R023697 chrysomelas 99.544
R023698 carnatus 99.965
R023699 carnatus 99.686
R023700 caurinus 100.000
R023701 caurinus 100.000
R023702 chrysomelas 99.979
R023703 carnatus 99.624
R023704 caurinus 100.000
R023705 caurinus 100.000
R023706 caurinus 100.000
R023707 caurinus 100.000
R023708 caurinus 100.000
R023709 chrysomelas 99.708
R023710 caurinus 100.000
R023711 carnatus 100.000
R023712 chrysomelas 58.777
R023713 caurinus 100.000
R023714 caurinus 100.000
R023715 carnatus 99.998
R023716 caurinus 100.000
R023717 carnatus 99.888
R023718 caurinus 100.000
R023719 chrysomelas 99.887
R023720 caurinus 100.000
R023721 caurinus 100.000
R023722 chrysomelas 97.861
R023723 caurinus 100.000
R023724 chrysomelas 99.974
R023725 caurinus 100.000
R023726 caurinus 100.000
R023727 chrysomelas 99.138
R023728 caurinus 100.000
R023729 caurinus 100.000
R023730 carnatus 53.377
R023731 chrysomelas 98.803
R023732 caurinus 100.000
R023733 carnatus 98.484
R023734 chrysomelas 64.405
R023735 caurinus 100.000
R023736 caurinus 100.000
R023737 carnatus 81.283
R023738 carnatus 74.012
R023739 carnatus 100.000
R023740 chrysomelas 60.471
R023741 chrysomelas 82.521
R023742 carnatus 98.872
R023743 carnatus 99.891
R023744 carnatus 99.784
R023745 carnatus 92.557
R023746 chrysomelas 94.583
R023747 carnatus 99.905
R023748 carnatus 52.814
R023749 caurinus 100.000
R023750 chrysomelas 99.986
R023751 carnatus 100.000
R023752 carnatus 99.938
R023753 caurinus 100.000
R023754 chrysomelas 69.280
R023755 carnatus 99.998
R023756 chrysomelas 99.999
R023757 caurinus 100.000
R023758 carnatus 94.453
R023759 carnatus 96.255
R023760 carnatus 92.229
R023761 carnatus 60.457
R023762 caurinus 100.000
R023763 chrysomelas 59.192
R023764 carnatus 99.997
R023765 carnatus 99.991
R023766 chrysomelas 98.346
R023767 chrysomelas 99.992
R023768 caurinus 100.000
R023769 carnatus 99.724
R023770 carnatus 100.000
R023771 caurinus 100.000
R023772 caurinus 100.000
R023773 carnatus 95.873
R023774 caurinus 100.000
R023775 caurinus 100.000
R023776 carnatus 98.182
R023777 chrysomelas 100.000
R023778 chrysomelas 87.842
R023779 chrysomelas 98.280
R023780 chrysomelas 92.244
R023781 caurinus 100.000
R023782 chrysomelas 51.758
R023783 carnatus 97.488
R023784 carnatus 99.939
R023785 caurinus 100.000
R023786 atrovirens 100.000
R023787 carnatus 98.966
R023788 chrysomelas 84.864
R023789 chrysomelas 90.657
R023790 chrysomelas 90.863
R023791 chrysomelas 98.962
R023792 chrysomelas 99.848
R023793 caurinus 100.000
R023794 chrysomelas 99.386
R023795 carnatus 86.240
R023796 caurinus 100.000
R023797 chrysomelas 99.916
R023798 chrysomelas 83.866
R023800 chrysomelas 100.000
R023801 carnatus 99.971
R023802 caurinus 100.000
R023803 carnatus 86.196
R023804 caurinus 100.000
R023805 chrysomelas 99.956
R023806 chrysomelas 97.892
R023807 carnatus 86.136
R023809 chrysomelas 99.999
R023810 carnatus 98.648
R023811 carnatus 58.166
R023812 chrysomelas 98.322
R023813 caurinus 100.000
R023814 carnatus 99.134
R023815 caurinus 100.000
R023816 chrysomelas 52.019
R023817 caurinus 100.000
R023818 carnatus 99.998
R023819 carnatus 99.998
R023820 chrysomelas 52.703
R023821 carnatus 73.333
R023822 carnatus 100.000
R023823 carnatus 77.573
R023824 carnatus 100.000
R023825 caurinus 100.000
R023826 chrysomelas 62.564
R023827 chrysomelas 79.547
R025172 carnatus 99.988
R025173 carnatus 65.858
R025174 caurinus 100.000
R025175 carnatus 98.102
R025176 chrysomelas 92.886
R025177 atrovirens 100.000
R025178 carnatus 99.997
R025179 carnatus 99.481
R025180 carnatus 99.955
R025181 chrysomelas 59.076
R025182 chrysomelas 98.723
R025183 caurinus 100.000
R025184 carnatus 96.875
R025185 chrysomelas 92.228
R025186 chrysomelas 64.521
R025187 carnatus 50.021
R025188 caurinus 100.000
R025189 chrysomelas 78.711
R025190 caurinus 100.000
R025191 carnatus 99.249
R025192 carnatus 86.901
R025193 chrysomelas 97.571
R025194 caurinus 100.000
R025195 chrysomelas 98.880
R025196 carnatus 99.999
R025197 caurinus 100.000
R025198 caurinus 100.000
R025199 carnatus 98.424
R025200 carnatus 98.330
R025201 chrysomelas 99.940
R025202 caurinus 100.000
R025203 caurinus 100.000
R025204 carnatus 64.025
R025205 carnatus 79.187
R025206 carnatus 94.499
R025207 carnatus 55.464
R025208 chrysomelas 74.296
R025209 chrysomelas 97.510
R025210 carnatus 95.465
R025211 carnatus 99.392
R025212 carnatus 98.090
R025213 caurinus 100.000
R025214 atrovirens 100.000
R025215 carnatus 82.561
R025216 chrysomelas 50.450
R025217 caurinus 100.000
R025218 carnatus 97.002
R025219 carnatus 100.000
R025220 chrysomelas 99.969
R025221 carnatus 99.545
R025222 caurinus 100.000
R025223 atrovirens 100.000
R025224 carnatus 99.316
R025225 carnatus 99.737
R025226 chrysomelas 99.897
R025227 caurinus 100.000
R025228 caurinus 100.000
R025229 carnatus 54.358
R025230 carnatus 99.564
R025231 caurinus 100.000
R025232 carnatus 95.485
R025233 carnatus 96.573
R025234 caurinus 100.000
R025235 caurinus 100.000
R025236 carnatus 99.983
R025237 atrovirens 100.000
R025238 caurinus 100.000
R025240 chrysomelas 62.299
R025241 caurinus 100.000
R025242 caurinus 100.000
R025243 carnatus 99.765
R025244 caurinus 100.000
R025245 chrysomelas 95.532
R025246 carnatus 97.030
R025247 caurinus 100.000
R025248 caurinus 100.000
R025249 carnatus 99.094
R025250 caurinus 100.000
R025251 carnatus 99.454
R025252 caurinus 100.000
R025253 chrysomelas 99.983
R025254 caurinus 100.000
R025255 carnatus 97.327
R025256 caurinus 100.000
R025257 chrysomelas 56.506
R025258 chrysomelas 99.999
R025259 chrysomelas 98.827
R025260 carnatus 99.900
R025261 carnatus 99.866
R025262 caurinus 100.000
R025263 carnatus 81.075
R025264 chrysomelas 95.849
R025265 chrysomelas 100.000
R025266 carnatus 100.000
R025267 caurinus 100.000
R025268 caurinus 100.000
R025269 caurinus 100.000
R025270 caurinus 100.000
R025271 carnatus 99.843
R025272 caurinus 100.000
R025273 carnatus 99.967
R025274 chrysomelas 53.663
R025275 carnatus 99.891
R025276 chrysomelas 94.390
R025277 caurinus 100.000
R025278 carnatus 99.609
R025279 caurinus 100.000
R025280 carnatus 78.944
R025281 caurinus 100.000
R025282 caurinus 100.000
R025283 chrysomelas 99.881
R025284 chrysomelas 99.626
R025285 chrysomelas 99.996
R025286 caurinus 100.000
R025287 carnatus 99.988
R025288 caurinus 100.000
R025289 caurinus 100.000
R025290 carnatus 65.755
R025291 carnatus 99.987
R025292 chrysomelas 99.989
R025293 chrysomelas 77.439
R025294 caurinus 100.000
R025295 carnatus 96.920
R025296 carnatus 99.620
R025297 caurinus 100.000
R025298 carnatus 99.992
R025299 carnatus 99.874
R025300 chrysomelas 57.745
R025301 chrysomelas 61.830
R025302 carnatus 87.518
R025303 carnatus 99.295
R025304 carnatus 100.000
R025305 caurinus 100.000
R025306 carnatus 70.086
R025307 chrysomelas 58.518
R025308 carnatus 99.992
R025309 chrysomelas 71.032
R025310 carnatus 99.706
R025311 caurinus 100.000
R025312 caurinus 100.000
R025313 caurinus 100.000
R025314 caurinus 100.000
R025315 caurinus 100.000
R025316 carnatus 99.430
R025317 carnatus 67.479
R025318 chrysomelas 99.660
R025319 caurinus 100.000
R025320 carnatus 99.949
R025321 carnatus 99.825
R025322 carnatus 63.802
R025323 chrysomelas 100.000
R025324 carnatus 94.603
R025325 carnatus 99.944
R025326 caurinus 100.000
R025327 caurinus 100.000
R025328 carnatus 99.964
R025329 caurinus 100.000
R025330 caurinus 100.000
R025331 caurinus 100.000
R025332 chrysomelas 95.357
R025333 carnatus 90.517
R025334 carnatus 99.999
R025336 chrysomelas 93.670
R025337 carnatus 99.929
R025338 carnatus 99.991
R025339 chrysomelas 60.247
R025340 caurinus 100.000
R025341 caurinus 100.000
R025342 caurinus 100.000
R025343 caurinus 100.000
R025344 caurinus 100.000
R025345 caurinus 100.000
R025346 caurinus 100.000
R025347 carnatus 95.756
R025348 carnatus 99.182
R025349 chrysomelas 79.326
R025350 caurinus 100.000
R025351 caurinus 100.000
R025352 caurinus 100.000
R025353 chrysomelas 99.684
R025354 carnatus 99.912
R025355 carnatus 91.314
R025356 chrysomelas 77.887
R025357 caurinus 100.000
R025358 caurinus 100.000
R025359 carnatus 75.984
R025360 chrysomelas 59.572
R025361 chrysomelas 99.115
R025362 chrysomelas 100.000
R025363 carnatus 96.999
R025364 carnatus 97.545
R025365 carnatus 96.565
R025366 chrysomelas 99.515
R025367 carnatus 51.613
R025368 carnatus 99.653
R025369 caurinus 100.000
R025370 caurinus 100.000
R025371 caurinus 100.000
R025372 chrysomelas 86.887
R025373 caurinus 100.000
R025374 carnatus 100.000
R025375 carnatus 100.000
R025376 caurinus 100.000
R025377 caurinus 100.000
R025378 carnatus 99.525
R025379 atrovirens 100.000
R025381 chrysomelas 99.387
R025382 carnatus 99.989
R025383 carnatus 99.996
R025384 carnatus 99.994
R025385 atrovirens 100.000
R025386 chrysomelas 99.615
R025387 carnatus 97.079
R025388 caurinus 100.000
R025389 chrysomelas 99.680
R025390 carnatus 99.999
R025391 chrysomelas 85.869
R025392 atrovirens 100.000
R025393 carnatus 99.947
R025394 carnatus 99.996
R025395 chrysomelas 82.949
R025396 caurinus 100.000
R025397 carnatus 69.066
R025398 carnatus 98.800
R025399 carnatus 99.637
R025400 carnatus 77.171
R025401 carnatus 81.426
R025402 caurinus 100.000
R025403 chrysomelas 95.765
R025404 chrysomelas 99.998
R025405 carnatus 99.982
R025406 chrysomelas 93.660
R025407 carnatus 79.826
R025408 caurinus 100.000
R025409 carnatus 99.996
R025410 carnatus 99.496
R025411 carnatus 91.650
R025412 carnatus 76.155
R025413 carnatus 99.998
R025414 chrysomelas 99.922
R025415 carnatus 99.348
R025416 carnatus 88.895
R025417 caurinus 100.000
R025418 caurinus 100.000
R025419 chrysomelas 99.790
R025420 caurinus 100.000
R025421 caurinus 100.000
R025422 carnatus 99.644
R025423 carnatus 86.189
R025424 caurinus 100.000
R025425 chrysomelas 99.962
R025426 caurinus 100.000
R025427 caurinus 100.000
R025428 carnatus 100.000
R025429 caurinus 100.000
R025430 chrysomelas 99.998
R025432 chrysomelas 98.810
R025433 caurinus 100.000
R025434 carnatus 98.781
R025435 caurinus 100.000
R025436 carnatus 100.000
R025437 caurinus 100.000
R025438 chrysomelas 95.602
R025439 atrovirens 100.000
R025440 caurinus 100.000
R025441 caurinus 100.000
R025442 carnatus 100.000
R025443 caurinus 100.000
R025444 carnatus 53.697
R025445 carnatus 86.304
R025446 carnatus 79.179
R025447 carnatus 76.133
R025448 carnatus 98.892
R025449 caurinus 100.000
R025450 carnatus 97.882
R025451 chrysomelas 99.975
R025452 caurinus 100.000
R025453 atrovirens 100.000
R025454 carnatus 99.957
R025455 carnatus 99.905
R025456 chrysomelas 97.773
R025457 caurinus 100.000
R025458 caurinus 100.000
R025459 chrysomelas 100.000
R025460 caurinus 100.000
R025461 caurinus 100.000
R025462 carnatus 99.928
R025463 chrysomelas 92.590
R025464 carnatus 95.933
R025465 chrysomelas 54.698
R025466 caurinus 100.000
R025467 carnatus 99.994
R025468 caurinus 100.000
R025469 carnatus 97.746
R025470 carnatus 85.446
R025471 caurinus 100.000
R025472 caurinus 100.000
R025473 caurinus 100.000
R025474 carnatus 99.994
R025475 caurinus 100.000
R025476 caurinus 100.000
R025477 carnatus 99.992
R025478 chrysomelas 99.992
R025479 caurinus 100.000
R025480 caurinus 100.000
R025481 carnatus 100.000
R025482 carnatus 99.861
R025483 caurinus 100.000
R025484 carnatus 99.577
R025485 carnatus 97.964
R025486 caurinus 100.000
R025487 chrysomelas 94.182
R025488 caurinus 100.000
R025489 caurinus 100.000
R025490 carnatus 99.996
R025491 caurinus 100.000
R025492 chrysomelas 98.178
R025493 carnatus 99.943
R025494 caurinus 100.000
R025495 caurinus 100.000
R025496 chrysomelas 98.947
R025497 caurinus 100.000
R025498 caurinus 100.000
R025499 atrovirens 100.000
R025500 caurinus 100.000
R025501 chrysomelas 75.962
R025502 atrovirens 100.000
R025503 chrysomelas 99.930
R025504 caurinus 100.000
R025505 caurinus 100.000
R025506 caurinus 100.000
R025507 atrovirens 100.000
R025508 caurinus 100.000
R025509 chrysomelas 55.520
R025510 chrysomelas 95.420
R025511 caurinus 100.000
R025512 caurinus 100.000
R025513 atrovirens 100.000
R025514 chrysomelas 99.977
R025515 carnatus 99.296
R025516 caurinus 100.000
R025517 caurinus 100.000
R025518 caurinus 100.000
R025519 caurinus 100.000
R025520 chrysomelas 99.978
R025521 carnatus 99.819
R025523 carnatus 96.827
R025524 chrysomelas 63.745
R025525 carnatus 100.000
R025526 chrysomelas 94.161
R025528 caurinus 100.000
R025529 caurinus 100.000
R025530 chrysomelas 57.368
R025531 atrovirens 100.000
R025532 caurinus 100.000
R025533 caurinus 100.000
R025534 carnatus 98.083
R025535 caurinus 100.000
R025536 carnatus 98.783
R025537 carnatus 99.837
R025538 caurinus 100.000
R025539 carnatus 76.206
R025540 chrysomelas 61.276
R025541 chrysomelas 100.000
R025542 carnatus 99.998
R025543 caurinus 100.000
R025544 caurinus 100.000
R025545 caurinus 100.000
R025546 caurinus 100.000
R025547 chrysomelas 86.620
R025548 chrysomelas 82.726
R025549 chrysomelas 90.355
R025550 caurinus 100.000
R025551 chrysomelas 72.654
R025552 chrysomelas 62.815
R025553 caurinus 100.000
R025554 caurinus 100.000
R025555 atrovirens 100.000
R025556 carnatus 99.807
R025557 carnatus 92.997
R025558 carnatus 84.289
R025559 chrysomelas 92.326
R025560 carnatus 99.939
R025561 chrysomelas 99.988
R025562 atrovirens 100.000
R025563 chrysomelas 53.327
R025564 caurinus 100.000
R025565 caurinus 100.000
R025566 chrysomelas 53.320
R025567 carnatus 99.969
R025568 caurinus 100.000
R025569 carnatus 95.686
R025570 carnatus 80.064
R025571 carnatus 99.657
R025572 chrysomelas 96.420
R025573 chrysomelas 99.388
R025574 carnatus 99.956
R025575 caurinus 100.000
R025576 atrovirens 100.000
R025577 chrysomelas 64.215
R025578 carnatus 90.867
R025579 carnatus 99.910
R025580 caurinus 100.000
R025581 caurinus 100.000
R025582 caurinus 100.000
R025583 carnatus 99.987
R025584 caurinus 100.000
R025585 atrovirens 100.000
R025586 caurinus 100.000
R025587 caurinus 100.000
R025588 caurinus 100.000
R025589 carnatus 84.888
R025590 chrysomelas 100.000
R025591 carnatus 76.557
R025592 atrovirens 100.000
R025593 chrysomelas 98.714
R025594 chrysomelas 99.919
R025595 chrysomelas 99.979
R025596 carnatus 99.884
R025597 caurinus 100.000
R025598 carnatus 88.621
R025599 carnatus 85.263
R025600 caurinus 100.000
R025601 carnatus 60.315
R025602 chrysomelas 53.178
R025603 chrysomelas 99.984
R025604 caurinus 100.000
R025605 carnatus 99.554
R025606 caurinus 100.000
R025607 carnatus 52.345
R025608 chrysomelas 51.692
R025609 chrysomelas 100.000
R025610 atrovirens 100.000
R025611 caurinus 100.000
R025612 atrovirens 100.000
R025613 atrovirens 100.000
R025614 carnatus 94.411
R025615 carnatus 99.966
R025616 carnatus 79.429
R025617 chrysomelas 99.130
R025618 carnatus 100.000
R025619 atrovirens 100.000
R025620 carnatus 50.812
R025621 caurinus 100.000
R025622 caurinus 100.000
R025624 chrysomelas 99.994
R025625 carnatus 99.342
R025626 carnatus 99.970
R025627 chrysomelas 52.039
R025628 chrysomelas 78.623
R025629 atrovirens 100.000
R025630 chrysomelas 94.255
R025631 chrysomelas 99.896
R025632 caurinus 100.000
R025633 caurinus 100.000
R025634 carnatus 72.665
R025635 atrovirens 100.000
R025636 carnatus 99.876
R025637 carnatus 100.000
R025638 carnatus 99.933
R025639 caurinus 100.000
R025640 chrysomelas 99.031
R025641 chrysomelas 99.993
R025642 carnatus 77.113
R025643 chrysomelas 100.000
R025644 carnatus 100.000
R025645 chrysomelas 95.563
R025646 carnatus 99.963
R025647 carnatus 99.996
R025648 caurinus 100.000
R025649 carnatus 99.988
R025650 carnatus 79.722
R025651 chrysomelas 92.231
R025652 atrovirens 100.000
R025653 caurinus 100.000
R025654 caurinus 100.000
R025655 carnatus 93.256
R025656 caurinus 100.000
R025657 carnatus 99.993
R025658 caurinus 100.000
R025659 carnatus 95.653
R025660 caurinus 100.000
R025661 caurinus 100.000
R025662 carnatus 99.912
R025663 chrysomelas 72.632
R025664 carnatus 99.396
R025665 caurinus 100.000
R025666 caurinus 100.000
R025667 carnatus 100.000
R025668 carnatus 95.721
R025669 carnatus 99.894
R025670 caurinus 100.000
R025671 carnatus 99.897
R025672 carnatus 99.997
R025673 carnatus 98.984
R025674 carnatus 100.000
R025675 carnatus 99.999
R025676 carnatus 75.613
R025677 chrysomelas 97.448
R025678 carnatus 97.051
R025679 carnatus 100.000
R025680 carnatus 99.896
R025681 caurinus 100.000
R025682 carnatus 89.048
R025683 chrysomelas 99.996
R025684 caurinus 100.000
R025685 carnatus 83.688
R025686 carnatus 98.141
R025687 carnatus 91.094
R025688 chrysomelas 86.408
R025689 carnatus 99.995
R025690 chrysomelas 99.855
R025691 carnatus 99.966
R025692 caurinus 100.000
R025693 caurinus 100.000
R025694 carnatus 99.065
R025695 chrysomelas 99.989
R025696 carnatus 99.978
R025697 carnatus 67.072
R025698 carnatus 86.705
R025699 caurinus 100.000
R025700 chrysomelas 97.897
R025701 carnatus 99.978
R025702 chrysomelas 53.017
R025703 carnatus 99.997
R025704 carnatus 62.807
R025705 carnatus 79.791
R025706 carnatus 84.209
R025707 carnatus 99.994
R025708 caurinus 100.000
R025709 chrysomelas 99.998
R025710 carnatus 99.914
R025711 carnatus 98.269
R025712 chrysomelas 95.693
R025713 chrysomelas 97.936
R025714 chrysomelas 98.879
R025715 carnatus 99.952
R025716 carnatus 99.330
R025717 caurinus 100.000
R025718 carnatus 99.570
R025720 chrysomelas 59.060
R025721 carnatus 98.051
R025722 carnatus 98.326
R025723 chrysomelas 97.729
R025724 chrysomelas 61.465
R025725 carnatus 96.740
R025726 chrysomelas 79.027
R025727 carnatus 84.177
R025728 carnatus 99.955
R025729 chrysomelas 84.293
R025730 carnatus 59.322
R025731 chrysomelas 100.000
R025732 chrysomelas 99.291
R025733 chrysomelas 99.999
R025734 carnatus 89.653
R025735 carnatus 96.931
R025736 caurinus 100.000
R025737 carnatus 98.351
R025738 chrysomelas 99.731
R025739 chrysomelas 99.986
R025740 carnatus 99.841
R025741 chrysomelas 77.435
R025742 chrysomelas 99.962
R025743 chrysomelas 78.246
R025744 carnatus 83.849
R025745 chrysomelas 53.027
R025746 chrysomelas 99.847
R025747 chrysomelas 99.903
R025748 carnatus 100.000
R025749 carnatus 99.997
R025750 chrysomelas 95.918
R025751 chrysomelas 80.810
R025752 carnatus 99.999
R025753 carnatus 100.000
R025754 carnatus 85.950
R025755 carnatus 99.998
R025756 carnatus 99.982
R025757 carnatus 99.962
R025758 chrysomelas 100.000
R025759 chrysomelas 79.968
R025760 carnatus 99.900
R025761 chrysomelas 84.220
R025762 chrysomelas 50.526
R025763 carnatus 99.819
R025764 carnatus 99.991
R025765 caurinus 100.000
R025766 carnatus 99.935
R025767 carnatus 99.917
R025768 chrysomelas 99.979
R025769 caurinus 100.000
R025770 carnatus 86.661
R025771 caurinus 100.000
R025772 chrysomelas 99.785
R025773 carnatus 99.966
R025774 atrovirens 100.000
R025775 carnatus 100.000
R025776 chrysomelas 99.959
R025777 carnatus 61.666
R025778 chrysomelas 79.700
R025779 carnatus 99.828
R025780 chrysomelas 77.607
R025781 caurinus 100.000
R025782 carnatus 100.000
R025783 carnatus 84.008
R025784 chrysomelas 99.524
R025785 caurinus 100.000
R025786 carnatus 99.993
R025787 atrovirens 100.000
R025788 carnatus 98.442
R025789 carnatus 99.971
R025790 chrysomelas 99.989
R025791 caurinus 100.000
R025792 carnatus 100.000
R025793 carnatus 99.579
R025794 caurinus 100.000
R025795 carnatus 99.620
R025796 chrysomelas 99.877
R025797 carnatus 99.201
R025798 carnatus 99.978
R025799 carnatus 100.000
R025800 carnatus 99.886
R025801 caurinus 100.000
R025802 atrovirens 100.000
R025803 chrysomelas 99.978
R025804 chrysomelas 99.249
R025805 carnatus 93.916
R025806 carnatus 99.946
R025807 chrysomelas 99.298
R025808 carnatus 99.358
R025809 carnatus 97.896
R025810 carnatus 55.684
R025811 chrysomelas 99.997
R025812 chrysomelas 99.994
R025813 caurinus 100.000
